name,type,city,rating,reviews_count,price_range,link,categories,address,phone
Battambang,ethnic food,Oakland,4.3,702,$$,https://www.yelp.com/biz/battambang-oakland?osq=ethnic+food,"['Cambodian', 'Casual', 'Intimate']",N/A,(510) 839-8815
Macondo Colombian Fusion,ethnic food,Oakland,4.7,78,$$,https://www.yelp.com/biz/macondo-colombian-fusion-alameda?osq=ethnic+food,"['Colombian', 'Casual', 'Hipster']",N/A,(510) 671-2182
Kamdesh Afghan Cuisine,ethnic food,Oakland,4.1,962,$$,https://www.yelp.com/biz/kamdesh-afghan-cuisine-oakland?osq=ethnic+food,"['Afghan', 'Halal', 'Kebab', 'Casual', 'Trendy']",N/A,(510) 286-1900
Mua,ethnic food,Oakland,3.9,4003,$$,https://www.yelp.com/biz/mua-oakland-2?osq=ethnic+food,"['Bars', 'New American', 'Chicken Wings', 'Hipster', 'Trendy']",N/A,(510) 238-1100
Cafe Romanat,ethnic food,Oakland,4.5,460,$$,https://www.yelp.com/biz/cafe-romanat-oakland?osq=ethnic+food,"['Ethiopian', 'Casual', 'Intimate']",N/A,(510) 444-1800
Enssaro Ethiopian Restaurant,ethnic food,Oakland,4.2,1644,$$,https://www.yelp.com/biz/enssaro-ethiopian-restaurant-oakland-3?osq=ethnic+food,"['Ethiopian', 'Gluten-Free', 'Caterers', 'Casual', 'Intimate']",N/A,(510) 238-9050
Kendejah Restaurant,ethnic food,Oakland,4.6,605,$$,https://www.yelp.com/biz/kendejah-restaurant-san-leandro?osq=ethnic+food,"['African', 'Casual', 'Hipster']",N/A,(510) 756-6049
Mama Roomba,ethnic food,Bakersfield,3.9,565,$$,https://www.yelp.com/biz/mama-roomba-bakersfield?osq=ethnic+food,"['Caribbean', 'Tapas Bars', 'Seafood', 'Casual', 'Hipster']",N/A,(661) 322-6262
Ethnic Foods Market,ethnic food,Bakersfield,4.5,11,N/A,https://www.yelp.com/biz/ethnic-foods-market-bakersfield-4?osq=ethnic+food,['Imported Food'],N/A,(661) 473-1267
L Philippine Cuisine,ethnic food,Bakersfield,3.7,138,$$,https://www.yelp.com/biz/l-philippine-cuisine-bakersfield?osq=ethnic+food,"['Filipino', 'Seafood', 'Buffets', 'Casual', 'Divey']",N/A,(661) 864-7730
Max’s Restaurant,ethnic food,Bakersfield,4.0,163,$$,https://www.yelp.com/biz/maxs-restaurant-bakersfield-4?osq=ethnic+food,"['Filipino', 'Chicken Shop', 'Seafood', 'Casual', 'Trendy']",N/A,(661) 479-7054
Bangkok Street Food,ethnic food,Bakersfield,4.4,520,$$,https://www.yelp.com/biz/bangkok-street-food-bakersfield?osq=ethnic+food,"['Thai', 'Bubble Tea', 'Coffee & Tea', 'Casual', 'Hipster']",N/A,(661) 885-8588
Blue Elephant,ethnic food,Bakersfield,4.0,806,$$,https://www.yelp.com/biz/blue-elephant-bakersfield?osq=ethnic+food,"['Thai', 'Intimate', 'Casual']",N/A,(661) 833-8190
Harrington House,ethnic food,Bakersfield,4.2,190,$$,https://www.yelp.com/biz/harrington-house-no-title?osq=ethnic+food,"['Beer, Wine & Spirits', 'Breakfast & Brunch', 'Cocktail Bars']",N/A,(661) 625-7426
Haveli Indian Grill,ethnic food,Bakersfield,4.2,339,$$,https://www.yelp.com/biz/haveli-indian-grill-bakersfield?osq=ethnic+food,"['Indian', 'Casual', 'Trendy']",N/A,(661) 473-1136
Hummus Express,ethnic food,Bakersfield,4.6,721,$$,https://www.yelp.com/biz/hummus-express-bakersfield?osq=ethnic+food,"['Falafel', 'Middle Eastern', 'Casual', 'Hipster']",N/A,(661) 829-2750
Viceroy Indian Cuisine & Bar,ethnic food,Bakersfield,3.8,411,$$,https://www.yelp.com/biz/viceroy-indian-cuisine-and-bar-bakersfield-3?osq=ethnic+food,"['Indian', 'Bars', 'Classy', 'Intimate']",N/A,(661) 564-9621
Beteseb Restaurant,ethnic food,Anaheim,4.8,385,$$,https://www.yelp.com/biz/beteseb-restaurant-anaheim-2?osq=ethnic+food,"['Ethiopian', 'Casual', 'Touristy']",N/A,(657) 256-1041
House of Mandi,ethnic food,Anaheim,4.3,830,$$,https://www.yelp.com/biz/house-of-mandi-anaheim-10?osq=ethnic+food,"['Middle Eastern', 'Arabic', 'Halal', 'Casual', 'Divey']",N/A,(657) 254-4815
Rice N’ Spice,ethnic food,Anaheim,4.5,378,$$,https://www.yelp.com/biz/rice-n-spice-anaheim?osq=ethnic+food,"['Sri Lankan', 'Casual', 'Touristy']",N/A,(657) 230-9275
Dolan’s Uyghur Cuisine,ethnic food,Anaheim,4.4,175,$$,https://www.yelp.com/biz/dolan-s-uyghur-cuisine-irvine?osq=ethnic+food,"['Turkish', 'Halal', 'Uzbek', 'Casual', 'Classy']",N/A,(949) 299-2878
Abyssinia Restaurant,ethnic food,Anaheim,4.5,448,$$,https://www.yelp.com/biz/abyssinia-restaurant-anaheim-3?osq=ethnic+food,"['Ethiopian', 'Eritrean', 'Casual', 'Intimate']",N/A,(714) 826-8859
Irrawaddy Taste of Burma,ethnic food,Anaheim,4.7,831,$$,https://www.yelp.com/biz/irrawaddy-taste-of-burma-stanton-2?osq=ethnic+food,"['Burmese', 'Casual', 'Intimate']",N/A,(657) 644-3093
Almuchow Atbp.,ethnic food,Anaheim,4.7,200,$$,https://www.yelp.com/biz/almuchow-atbp-city-of-industry-2?osq=ethnic+food,"['Filipino', 'Desserts', 'Breakfast & Brunch', 'Casual', 'Divey']",N/A,(661) 519-5760
OMELI Kitchen,ethnic food,Anaheim,4.5,935,$$,https://www.yelp.com/biz/omeli-kitchen-fullerton?osq=ethnic+food,"['Vietnamese', 'Peruvian', 'Asian Fusion', 'Casual', 'Trendy']",N/A,(949) 439-3159
Seasons Kitchen USA,ethnic food,Anaheim,4.4,631,$$,https://www.yelp.com/biz/seasons-kitchen-usa-anaheim?osq=ethnic+food,"['Malaysian', 'Singaporean', 'Indonesian', 'Casual', 'Trendy']",N/A,(714) 829-4213
Tasa2Go,ethnic food,Anaheim,4.8,619,$$,https://www.yelp.com/biz/tasa2go-fullerton?osq=ethnic+food,"['Egyptian', 'Halal', 'Casual', 'Trendy']",N/A,(626) 560-0777
Beteseb Restaurant,ethnic food,Santa Ana,4.8,385,$$,https://www.yelp.com/biz/beteseb-restaurant-anaheim-2?osq=ethnic+food,"['Ethiopian', 'Casual', 'Touristy']",N/A,(657) 256-1041
Rice N’ Spice,ethnic food,Santa Ana,4.5,378,$$,https://www.yelp.com/biz/rice-n-spice-anaheim?osq=ethnic+food,"['Sri Lankan', 'Casual', 'Touristy']",N/A,(657) 230-9275
Dolan’s Uyghur Cuisine,ethnic food,Santa Ana,4.4,175,$$,https://www.yelp.com/biz/dolan-s-uyghur-cuisine-irvine?osq=ethnic+food,"['Turkish', 'Halal', 'Uzbek', 'Casual', 'Classy']",N/A,(949) 299-2878
Belacan Grill - Malaysian Bistro,ethnic food,Santa Ana,4.0,1611,$$,https://www.yelp.com/biz/belacan-grill-malaysian-bistro-tustin?osq=ethnic+food,"['Malaysian', 'Halal', 'Seafood', 'Casual', 'Romantic']",N/A,(714) 505-9908
Bella Cuba,ethnic food,Santa Ana,4.2,1817,$$,https://www.yelp.com/biz/bella-cuba-santa-ana?osq=ethnic+food,"['Cuban', 'Latin American', 'Seafood', 'Casual', 'Intimate']",N/A,(714) 545-5711
Puerto Madero,ethnic food,Santa Ana,4.6,255,$,https://www.yelp.com/biz/puerto-madero-santa-ana?osq=ethnic+food,"['Meat Shops', 'Empanadas', 'International Grocery', 'Casual', 'Divey']",N/A,(714) 547-5900
Istanbul Grill California,ethnic food,Santa Ana,4.6,2765,$$,https://www.yelp.com/biz/istanbul-grill-california-fountain-valley-4?osq=ethnic+food,"['Mediterranean', 'Turkish', 'Halal', 'Casual', 'Classy']",N/A,(714) 430-1434
Darya Restaurant,ethnic food,Santa Ana,4.2,1064,$$,https://www.yelp.com/biz/darya-restaurant-orange?osq=ethnic+food,"['Persian/Iranian', 'Mediterranean', 'Venues & Event Spaces', 'Classy', 'Romantic']",N/A,(714) 921-2773
Al Sanabel,ethnic food,Santa Ana,4.4,238,$,https://www.yelp.com/biz/al-sanabel-anaheim?osq=ethnic+food,"['Bakeries', 'Lebanese', 'Mediterranean', 'Casual', 'Divey']",N/A,(714) 635-4353
Jack’s Bakery & Eatery,ethnic food,Santa Ana,4.7,417,$$,https://www.yelp.com/biz/jacks-bakery-and-eatery-garden-grove?osq=ethnic+food,"['Bakeries', 'Middle Eastern', 'Casual', 'Divey']",N/A,(714) 775-6773
Mama Wale’s Rice,ethnic food,Riverside,4.2,162,$$,https://www.yelp.com/biz/mama-wale-s-rice-moreno-valley?osq=ethnic+food,"['African', 'Casual', 'Touristy']",N/A,(951) 605-5146
Kedai Indonesian Cafe,ethnic food,Riverside,4.8,221,$$,https://www.yelp.com/biz/kedai-indonesian-cafe-upland?osq=ethnic+food,"['Coffee & Tea', 'Cafes', 'Indonesian']",N/A,(909) 608-8502
Mirchi Restuarant,ethnic food,Riverside,3.7,132,$,https://www.yelp.com/biz/mirchi-restuarant-riverside?osq=ethnic+food,"['Halal', 'Pakistani', 'Casual', 'Divey']",N/A,(951) 400-2825
Island Breeze Jamaican Cuisine,ethnic food,Riverside,4.0,409,$$,https://www.yelp.com/biz/island-breeze-jamaican-cuisine-colton?osq=ethnic+food,"['Caribbean', 'Casual', 'Intimate']",N/A,(909) 514-0771
KK’S Oh Taste and See,ethnic food,Riverside,4.2,124,N/A,https://www.yelp.com/biz/kks-oh-taste-and-see-moreno-valley?osq=ethnic+food,"['Soul Food', 'Touristy', 'Trendy']",N/A,(951) 570-8075
Punjab Palace,ethnic food,Riverside,4.3,731,$$,https://www.yelp.com/biz/punjab-palace-riverside-2?osq=ethnic+food,"['Indian', 'Buffets', 'Casual', 'Intimate']",N/A,(951) 686-9968
Tempe House Spicy Food,ethnic food,Riverside,4.4,178,$,https://www.yelp.com/biz/tempe-house-spicy-food-san-bernardino-2?osq=ethnic+food,"['Indonesian', 'Casual', 'Divey']",N/A,(909) 889-2222
Gul Naz Cuisine of Pakistan,ethnic food,Riverside,4.3,613,$$,https://www.yelp.com/biz/gul-naz-cuisine-of-pakistan-colton?osq=ethnic+food,"['Pakistani', 'Halal', 'Casual', 'Intimate']",N/A,(909) 370-0111
Curry & Kabab - Cuisine of India,ethnic food,Riverside,4.6,1257,$$,https://www.yelp.com/biz/curry-and-kabab-cuisine-of-india-moreno-valley?osq=ethnic+food,"['Indian', 'Casual', 'Intimate']",N/A,(951) 682-7500
Dolan’s Uyghur Cuisine,ethnic food,Riverside,4.4,175,$$,https://www.yelp.com/biz/dolan-s-uyghur-cuisine-irvine?osq=ethnic+food,"['Turkish', 'Halal', 'Uzbek', 'Casual', 'Classy']",N/A,(949) 299-2878
Lotus Thai & Khmer Cuisines,ethnic food,Stockton,4.4,205,$$,https://www.yelp.com/biz/lotus-thai-and-khmer-cuisines-stockton?osq=ethnic+food,"['Thai', 'Cambodian', 'Casual', 'Trendy']",N/A,(209) 910-9799
Angel Cruz Park Papaya,ethnic food,Stockton,4.5,110,$,https://www.yelp.com/biz/angel-cruz-park-papaya-stockton?osq=ethnic+food,['Imported Food'],N/A,N/A
Sisig & Boba,ethnic food,Stockton,4.3,159,$$,https://www.yelp.com/biz/sisig-and-boba-stockton?osq=ethnic+food,"['Filipino', 'Casual', 'Romantic']",N/A,(209) 451-1096
Royal Siam,ethnic food,Stockton,3.9,418,$$,https://www.yelp.com/biz/royal-siam-stockton?osq=ethnic+food,"['Thai', 'Casual', 'Intimate']",N/A,(209) 323-4557
Go Falafel Greek Food,ethnic food,Stockton,4.4,456,$$,https://www.yelp.com/biz/go-falafel-greek-food-stockton-4?osq=ethnic+food,"['Mediterranean', 'Greek', 'Caterers', 'Casual', 'Trendy']",N/A,(209) 546-7555
East West Foods,ethnic food,Stockton,4.8,13,$$,https://www.yelp.com/biz/east-west-foods-lodi?osq=ethnic+food,['International Grocery'],N/A,(209) 625-8411
Shan-E-Punjab,ethnic food,Stockton,3.9,144,$,https://www.yelp.com/biz/shan-e-punjab-stockton-2?osq=ethnic+food,"['Grocery', 'Indian', 'Vegetarian', 'Casual', 'Touristy']",N/A,(209) 477-9999
Swagat Indian Cuisine,ethnic food,Stockton,3.9,463,$$,https://www.yelp.com/biz/swagat-indian-cuisine-stockton?osq=ethnic+food,"['Indian', 'Vegetarian', 'Buffets', 'Casual', 'Romantic']",N/A,(209) 478-4724
Market Tavern,ethnic food,Stockton,4.0,1795,$$,https://www.yelp.com/biz/market-tavern-stockton-2?osq=ethnic+food,"['New American', 'Seafood', 'Pizza', 'Trendy', 'Upscale']",N/A,(209) 932-8001
Rice & Spice,ethnic food,Stockton,4.1,88,$,https://www.yelp.com/biz/rice-and-spice-lodi-4?osq=ethnic+food,"['Grocery', 'Halal', 'Pizza', 'Casual', 'Divey']",N/A,(209) 333-2980
Dolan’s Uyghur Cuisine,ethnic food,Irvine,4.4,175,$$,https://www.yelp.com/biz/dolan-s-uyghur-cuisine-irvine?osq=ethnic+food,"['Turkish', 'Halal', 'Uzbek', 'Casual', 'Classy']",N/A,(949) 299-2878
Beteseb Restaurant,ethnic food,Irvine,4.8,385,$$,https://www.yelp.com/biz/beteseb-restaurant-anaheim-2?osq=ethnic+food,"['Ethiopian', 'Casual', 'Touristy']",N/A,(657) 256-1041
Belacan Grill - Malaysian Bistro,ethnic food,Irvine,4.0,1611,$$,https://www.yelp.com/biz/belacan-grill-malaysian-bistro-tustin?osq=ethnic+food,"['Malaysian', 'Halal', 'Seafood', 'Casual', 'Romantic']",N/A,(714) 505-9908
House of Mandi,ethnic food,Irvine,4.3,830,$$,https://www.yelp.com/biz/house-of-mandi-anaheim-10?osq=ethnic+food,"['Middle Eastern', 'Arabic', 'Halal', 'Casual', 'Divey']",N/A,(657) 254-4815
Casablanca The Restaurant & Bistro,ethnic food,Irvine,4.4,394,$$,https://www.yelp.com/biz/casablanca-the-restaurant-and-bistro-newport-beach?osq=ethnic+food,"['Moroccan', 'Mediterranean', 'Salad', 'Romantic', 'Classy']",N/A,(949) 423-7038
Rice N’ Spice,ethnic food,Irvine,4.5,378,$$,https://www.yelp.com/biz/rice-n-spice-anaheim?osq=ethnic+food,"['Sri Lankan', 'Casual', 'Touristy']",N/A,(657) 230-9275
Maast Indian,ethnic food,Irvine,4.7,312,$$,https://www.yelp.com/biz/maast-indian-irvine?osq=ethnic+food,"['Indian', 'Casual', 'Trendy']",N/A,(909) 306-6835
Annapoorna Indian Cuisine,ethnic food,Irvine,3.8,1198,$$,https://www.yelp.com/biz/annapoorna-indian-cuisine-irvine?osq=ethnic+food,"['Indian', 'Casual', 'Intimate']",N/A,(949) 651-1144
Abyssinia Restaurant,ethnic food,Irvine,4.5,448,$$,https://www.yelp.com/biz/abyssinia-restaurant-anaheim-3?osq=ethnic+food,"['Ethiopian', 'Eritrean', 'Casual', 'Intimate']",N/A,(714) 826-8859
Heaven On A Fork,ethnic food,Irvine,4.4,485,$$,https://www.yelp.com/biz/heaven-on-a-fork-laguna-hills?osq=ethnic+food,"['Mediterranean', 'Persian/Iranian', 'Seafood', 'Casual', 'Intimate']",N/A,(949) 382-2777
Pomegranate Russian-Georgian Restaurant,ethnic food,Chula Vista,4.4,2173,$$,https://www.yelp.com/biz/pomegranate-russian-georgian-restaurant-san-diego?osq=ethnic+food,"['Russian', 'Georgian', 'Casual', 'Intimate']",N/A,(619) 298-4007
The House Of Cuban Flavor,ethnic food,Chula Vista,4.6,939,$$,https://www.yelp.com/biz/the-house-of-cuban-flavor-chula-vista-3?osq=ethnic+food,"['Cuban', 'Bakeries', 'Desserts', 'Casual', 'Divey']",N/A,(619) 870-1225
Antojitos Colombianos Restaurant,ethnic food,Chula Vista,4.6,519,$$,https://www.yelp.com/biz/antojitos-colombianos-restaurant-san-diego-2?osq=ethnic+food,"['Colombian', 'Casual', 'Divey']",N/A,(619) 237-0396
JNC Pinoy Food Mart,ethnic food,Chula Vista,2.9,135,$,https://www.yelp.com/biz/jnc-pinoy-food-mart-chula-vista?osq=ethnic+food,"['Filipino', 'Imported Food', 'Casual', 'Hipster']",N/A,(619) 421-1090
Himalayan House Restaurant,ethnic food,Chula Vista,4.5,469,$$,https://www.yelp.com/biz/himalayan-house-restaurant-chula-vista-3?osq=ethnic+food,"['Indian', 'Himalayan/Nepalese', 'Casual', 'Intimate']",N/A,(619) 500-5357
Himalayan Cuisine,ethnic food,Chula Vista,4.4,1638,$$,https://www.yelp.com/biz/himalayan-cuisine-la-mesa-2?osq=ethnic+food,"['Indian', 'Himalayan/Nepalese', 'Casual', 'Intimate']",N/A,(619) 461-2503
Alforon,ethnic food,Chula Vista,4.6,1877,$$,https://www.yelp.com/biz/alforon-san-diego-7?osq=ethnic+food,"['Mediterranean', 'Lebanese', 'Comfort Food', 'Casual', 'Intimate']",N/A,(619) 269-9904
Selecta International Grocers,ethnic food,Chula Vista,3.7,40,$,https://www.yelp.com/biz/selecta-international-grocers-chula-vista?osq=ethnic+food,"['Grocery', 'Mexican', 'Touristy', 'Intimate']",N/A,(619) 427-7701
Encuentro Cafe,ethnic food,Chula Vista,4.4,716,$$,https://www.yelp.com/biz/encuentro-cafe-san-diego?osq=ethnic+food,"['Venezuelan', 'Casual', 'Intimate']",N/A,(619) 260-8060
Addis Ethiopian,ethnic food,Chula Vista,4.7,417,$$,https://www.yelp.com/biz/addis-ethiopian-san-diego?osq=ethnic+food,"['Ethiopian', 'Vegan', 'African', 'Casual', 'Intimate']",N/A,(619) 357-7577
Niku X,fine dining,Los Angeles,4.5,1841,$$$$,https://www.yelp.com/biz/niku-x-los-angeles-3?osq=fine+dining,"['Steakhouses', 'Seafood', 'Buffets', 'Classy', 'Romantic']",N/A,(323) 920-0302
Providence,fine dining,Los Angeles,4.4,3025,$$$$,https://www.yelp.com/biz/providence-los-angeles-2?osq=fine+dining,"['New American', 'Seafood', 'Classy', 'Upscale']",N/A,(323) 460-4170
71 Above,fine dining,Los Angeles,4.0,2783,$$$$,https://www.yelp.com/biz/71-above-los-angeles-2?osq=fine+dining,"['American', 'Cocktail Bars', 'Classy', 'Upscale']",N/A,(213) 712-2683
Vespertine,fine dining,Los Angeles,4.4,351,$$$$,https://www.yelp.com/biz/vespertine-culver-city?osq=fine+dining,"['New American', 'Upscale', 'Romantic']",N/A,(323) 320-4023
Majordomo,fine dining,Los Angeles,4.3,1564,$$$,https://www.yelp.com/biz/majordomo-los-angeles-2?osq=fine+dining,"['New American', 'Asian Fusion', 'Korean', 'Trendy', 'Upscale']",N/A,(323) 545-4880
Firefly,fine dining,Los Angeles,4.0,3503,$$$,https://www.yelp.com/biz/firefly-studio-city?osq=fine+dining,"['New American', 'Lounges', 'Cocktail Bars', 'Romantic', 'Trendy']",N/A,(818) 762-1833
Bestia,fine dining,Los Angeles,4.3,8079,$$$,https://www.yelp.com/biz/bestia-los-angeles?osq=fine+dining,"['Italian', 'Cocktail Bars', 'Pizza', 'Trendy', 'Hipster']",N/A,(213) 514-5724
Baroo,fine dining,Los Angeles,4.6,151,$$$$,https://www.yelp.com/biz/baroo-los-angeles-3?osq=fine+dining,"['Korean', 'Bars', 'Casual', 'Classy']",N/A,(213) 221-7967
Verse,fine dining,Los Angeles,4.6,700,N/A,https://www.yelp.com/biz/verse-toluca-lake?osq=fine+dining,"['Seafood', 'Cocktail Bars', 'Steakhouses', 'Upscale', 'Trendy']",N/A,(818) 747-2135
Spago Beverly Hills,fine dining,Los Angeles,4.1,2593,$$$$,https://www.yelp.com/biz/spago-beverly-hills-beverly-hills-2?osq=fine+dining,"['New American', 'Bars', 'Italian', 'Upscale', 'Classy']",N/A,(310) 385-0880
Lazy Bear,fine dining,San Francisco,4.5,854,$$$$,https://www.yelp.com/biz/lazy-bear-san-francisco-5?osq=fine+dining,"['New American', 'Trendy', 'Hipster']",N/A,(415) 874-9921
Gary Danko,fine dining,San Francisco,4.5,6048,$$$$,https://www.yelp.com/biz/gary-danko-san-francisco?osq=fine+dining,"['New American', 'French', 'Cocktail Bars', 'Classy', 'Upscale']",N/A,(415) 749-2060
Niku Steakhouse,fine dining,San Francisco,4.4,850,$$$$,https://www.yelp.com/biz/niku-steakhouse-san-francisco?osq=fine+dining,"['Japanese', 'Steakhouses', 'Classy', 'Intimate']",N/A,(415) 829-7817
Benu,fine dining,San Francisco,4.3,1243,$$$$,https://www.yelp.com/biz/benu-san-francisco-4?osq=fine+dining,"['Asian Fusion', 'Wine Bars', 'Seafood', 'Upscale', 'Classy']",N/A,(415) 685-4860
Trestle,fine dining,San Francisco,4.4,1269,$$$,https://www.yelp.com/biz/trestle-san-francisco-5?osq=fine+dining,"['New American', 'Desserts', 'Trendy', 'Intimate']",N/A,(415) 772-0922
Chapeau,fine dining,San Francisco,4.3,2971,$$$,https://www.yelp.com/biz/chapeau-san-francisco?osq=fine+dining,"['French', 'Classy', 'Romantic']",N/A,(415) 750-9787
SHOWA Le Gourmet Tonkatsu,fine dining,San Francisco,5.0,51,N/A,https://www.yelp.com/biz/showa-le-gourmet-tonkatsu-san-francisco-2?osq=fine+dining,"['Japanese', 'Hipster', 'Casual']",N/A,(415) 470-1107
Kiln,fine dining,San Francisco,4.7,89,$$$$,https://www.yelp.com/biz/kiln-san-francisco-3?osq=fine+dining,"['New American', 'Classy', 'Trendy']",N/A,(415) 982-9722
Mijoté,fine dining,San Francisco,4.5,183,N/A,https://www.yelp.com/biz/mijot%C3%A9-san-francisco?osq=fine+dining,"['French', 'Trendy', 'Intimate']",N/A,N/A
Quince,fine dining,San Francisco,4.2,1638,$$$$,https://www.yelp.com/biz/quince-san-francisco?osq=fine+dining,"['French', 'Italian', 'New American', 'Classy', 'Upscale']",N/A,(415) 775-8500
The Remy,fine dining,San Diego,4.4,357,N/A,https://www.yelp.com/biz/the-remy-san-diego?osq=fine+dining,"['Steakhouses', 'Desserts', 'Salad']",N/A,(619) 906-5570
C Level,fine dining,San Diego,4.3,5125,$$,https://www.yelp.com/biz/c-level-san-diego-6?osq=fine+dining,"['New American', 'Seafood', 'Steakhouses', 'Romantic', 'Classy']",N/A,(619) 298-6802
Addison,fine dining,San Diego,4.3,738,$$$$,https://www.yelp.com/biz/addison-san-diego-5?osq=fine+dining,"['New American', 'Upscale', 'Classy']",N/A,(858) 314-1900
Mister A’s,fine dining,San Diego,3.9,2882,$$$$,https://www.yelp.com/biz/mister-as-san-diego?osq=fine+dining,"['New American', 'Breakfast & Brunch', 'Cocktail Bars', 'Romantic', 'Upscale']",N/A,(619) 239-1377
Island Prime,fine dining,San Diego,4.3,2815,$$$,https://www.yelp.com/biz/island-prime-san-diego-3?osq=fine+dining,"['Seafood', 'Steakhouses', 'American', 'Romantic', 'Classy']",N/A,(619) 298-6802
Juniper and Ivy,fine dining,San Diego,4.1,3469,$$$$,https://www.yelp.com/biz/juniper-and-ivy-san-diego-2?osq=fine+dining,"['New American', 'Bars', 'Tapas/Small Plates', 'Trendy', 'Upscale']",N/A,(858) 351-0700
Wolf in the Woods,fine dining,San Diego,4.6,413,$$$,https://www.yelp.com/biz/wolf-in-the-woods-san-diego?osq=fine+dining,"['Wine Bars', 'Modern European', 'Tapas Bars', 'Romantic', 'Classy']",N/A,(619) 234-2597
Huntress,fine dining,San Diego,4.3,912,$$$,https://www.yelp.com/biz/huntress-san-diego-2?osq=fine+dining,"['Steakhouses', 'Cocktail Bars', 'Seafood', 'Classy', 'Trendy']",N/A,(619) 329-4868
Vin de Syrah,fine dining,San Diego,4.3,1850,$$,https://www.yelp.com/biz/vin-de-syrah-san-diego?osq=fine+dining,"['New American', 'Wine Bars', 'Trendy', 'Hipster']",N/A,(619) 234-4166
BoujieMana,fine dining,San Diego,4.7,250,$$$,https://www.yelp.com/biz/boujiemana-san-diego-3?osq=fine+dining,"['Mediterranean', 'Salad', 'Pizza', 'Classy', 'Romantic']",N/A,(760) 826-8543
Allora,fine dining,Sacramento,4.4,743,$$$$,https://www.yelp.com/biz/allora-sacramento?osq=fine+dining,"['Wine Bars', 'Italian', 'Seafood', 'Upscale', 'Romantic']",N/A,(916) 538-6434
The Firehouse Restaurant,fine dining,Sacramento,4.2,1963,$$$,https://www.yelp.com/biz/the-firehouse-restaurant-sacramento?osq=fine+dining,"['New American', 'Venues & Event Spaces', 'Steakhouses', 'Classy', 'Upscale']",N/A,(916) 442-4772
The Kitchen Restaurant,fine dining,Sacramento,4.6,1148,$$$$,https://www.yelp.com/biz/the-kitchen-restaurant-sacramento?osq=fine+dining,"['New American', 'Venues & Event Spaces', 'Upscale', 'Classy']",N/A,(916) 568-7171
Mulvaney’s B & L,fine dining,Sacramento,4.3,1401,$$$,https://www.yelp.com/biz/mulvaneys-b-and-l-sacramento?osq=fine+dining,"['New American', 'Classy', 'Upscale']",N/A,(916) 441-6022
Butcher and Barrel,fine dining,Sacramento,4.0,523,N/A,https://www.yelp.com/biz/butcher-and-barrel-sacramento?osq=fine+dining,"['Steakhouses', 'Cocktail Bars', 'American', 'Casual', 'Upscale']",N/A,(279) 237-3568
Historic Star Lounge,fine dining,Sacramento,4.4,232,$$$,https://www.yelp.com/biz/historic-star-lounge-sacramento-3?osq=fine+dining,"['Lounges', 'New American', 'Romantic', 'Intimate']",N/A,(916) 406-4979
The Waterboy,fine dining,Sacramento,4.2,1046,$$$,https://www.yelp.com/biz/the-waterboy-sacramento?osq=fine+dining,"['French', 'Italian', 'Wine Bars', 'Classy', 'Romantic']",N/A,(916) 498-9891
Moxie,fine dining,Sacramento,4.3,622,$$$,https://www.yelp.com/biz/moxie-sacramento?osq=fine+dining,"['New American', 'Wine Bars', 'Seafood', 'Intimate', 'Romantic']",N/A,(916) 443-7585
Ella Dining Room and Bar,fine dining,Sacramento,4.1,2227,$$$,https://www.yelp.com/biz/ella-dining-room-and-bar-sacramento?osq=fine+dining,"['New American', 'Beer, Wine & Spirits', 'Venues & Event Spaces', 'Classy', 'Upscale']",N/A,(916) 443-3772
Prelude Kitchen & Bar,fine dining,Sacramento,4.3,516,$$$,https://www.yelp.com/biz/prelude-kitchen-and-bar-sacramento-2?osq=fine+dining,"['New American', 'Bars', 'Venues & Event Spaces', 'Classy', 'Intimate']",N/A,(916) 898-1071
The Grandview Restaurant,fine dining,San Jose,3.9,2154,$$$$,https://www.yelp.com/biz/the-grandview-restaurant-san-jose?osq=fine+dining,"['Venues & Event Spaces', 'Steakhouses', 'New American', 'Romantic', 'Classy']",N/A,(408) 251-8909
Élyse Restaurant,fine dining,San Jose,4.4,499,$$,https://www.yelp.com/biz/%C3%A9lyse-restaurant-san-jose-2?osq=fine+dining,"['French', 'Vietnamese', 'Cocktail Bars', 'Classy', 'Intimate']",N/A,(408) 899-2762
Le Papillon,fine dining,San Jose,4.2,1264,$$$$,https://www.yelp.com/biz/le-papillon-san-jose?osq=fine+dining,"['French', 'Upscale', 'Classy']",N/A,(408) 296-3730
Milan,fine dining,San Jose,4.2,153,N/A,https://www.yelp.com/biz/milan-san-jose-2?osq=fine+dining,"['Italian', 'Classy', 'Upscale']",N/A,(408) 677-4096
La Foret,fine dining,San Jose,4.1,873,$$$$,https://www.yelp.com/biz/la-foret-san-jose-4?osq=fine+dining,"['French', 'Venues & Event Spaces', 'Lounges', 'Romantic', 'Classy']",N/A,(408) 997-3458
Restaurant Gish,fine dining,San Jose,4.6,303,$$$$,https://www.yelp.com/biz/restaurant-gish-santa-clara-3?osq=fine+dining,"['New American', 'Korean', 'Intimate', 'Romantic']",N/A,(669) 348-3954
Protégé,fine dining,San Jose,4.4,503,$$$$,https://www.yelp.com/biz/prot%C3%A9g%C3%A9-palo-alto-2?osq=fine+dining,"['New American', 'Cocktail Bars', 'Wine Bars', 'Romantic', 'Upscale']",N/A,N/A
